Company,City,County,State,yr built,cases_jul_17,date_first_case,_deaths,date_first_death,num_employees,num_tests,any_closure,flag?,close_date,reopen_date,meat_type,estnumber,line_speed_waiver,Sources,Notes,Link,Link,Link,Link,Link,Link,Link,Link,Link,Link,Link,Link,Link,Link,Link,Link,Link,Link
unknown,unknown,unknown,Pennsylvania,,"1 of 30 affected plants w/ total of 1,169 positives in state, per CDC",7/6/2020,8 total,7/6/2020,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Pennsylvania,,"1 of 30 affected plants w/ total of 1,169 positives in state, per CDC",7/6/2020,8 total,7/6/2020,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Pennsylvania,,"1 of 30 affected plants w/ total of 1,169 positives in state, per CDC",7/6/2020,8 total,7/6/2020,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Pennsylvania,,"1 of 30 affected plants w/ total of 1,169 positives in state, per CDC",7/6/2020,8 total,7/6/2020,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Pennsylvania,,"1 of 30 affected plants w/ total of 1,169 positives in state, per CDC",7/6/2020,8 total,7/6/2020,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Pennsylvania,,"1 of 30 affected plants w/ total of 1,169 positives in state, per CDC",7/6/2020,8 total,7/6/2020,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Pennsylvania,,"1 of 30 affected plants w/ total of 1,169 positives in state, per CDC",7/6/2020,8 total,7/6/2020,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Rhode Island,,"1 of 6 affected plants w/ a total of 78 positive cases, per CDC",7/6/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Rhode Island,,"1 of 6 affected plants w/ a total of 78 positive cases, per CDC",7/6/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Rhode Island,,"1 of 6 affected plants w/ a total of 78 positive cases, per CDC",7/6/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Rhode Island,,"1 of 6 affected plants w/ a total of 78 positive cases, per CDC",7/6/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Rhode Island,,"1 of 6 affected plants w/ a total of 78 positive cases, per CDC",7/6/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Rhode Island,,"1 of 6 affected plants w/ a total of 78 positive cases, per CDC",7/6/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,South Carolina,,"1 of 16 affected plants in state, per CDC; total of 125 in the state, per The State",7/1/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,"The State, Centers for Disease Control and Prevention",,https://www.thestate.com/news/coronavirus/article243904777.html,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,
unknown,unknown,unknown,South Carolina,,"1 of 16 affected plants in state, per CDC; total of 125 in the state, per The State",7/1/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,"The State, Centers for Disease Control and Prevention",,https://www.thestate.com/news/coronavirus/article243904777.html,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,
unknown,unknown,unknown,South Carolina,,"1 of 16 affected plants in state, per CDC; total of 125 in the state, per The State",7/1/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,"The State, Centers for Disease Control and Prevention",,https://www.thestate.com/news/coronavirus/article243904777.html,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,
unknown,unknown,unknown,South Carolina,,"1 of 16 affected plants in state, per CDC; total of 125 in the state, per The State",7/1/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,"The State, Centers for Disease Control and Prevention",,https://www.thestate.com/news/coronavirus/article243904777.html,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,
unknown,unknown,unknown,South Carolina,,"1 of 16 affected plants in state, per CDC; total of 125 in the state, per The State",7/1/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,"The State, Centers for Disease Control and Prevention",,https://www.thestate.com/news/coronavirus/article243904777.html,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,
unknown,unknown,unknown,South Carolina,,"1 of 16 affected plants in state, per CDC; total of 125 in the state, per The State",7/1/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,"The State, Centers for Disease Control and Prevention",,https://www.thestate.com/news/coronavirus/article243904777.html,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,
unknown,unknown,unknown,South Carolina,,"1 of 16 affected plants in state, per CDC; total of 125 in the state, per The State",7/1/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,"The State, Centers for Disease Control and Prevention",,https://www.thestate.com/news/coronavirus/article243904777.html,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,
unknown,unknown,unknown,South Carolina,,"1 of 16 affected plants in state, per CDC; total of 125 in the state, per The State",7/1/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,"The State, Centers for Disease Control and Prevention",,https://www.thestate.com/news/coronavirus/article243904777.html,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,
unknown,unknown,unknown,South Carolina,,"1 of 16 affected plants in state, per CDC; total of 125 in the state, per The State",7/1/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,"The State, Centers for Disease Control and Prevention",,https://www.thestate.com/news/coronavirus/article243904777.html,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,
unknown,unknown,unknown,South Carolina,,"1 of 16 affected plants in state, per CDC; total of 125 in the state, per The State",7/1/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,"The State, Centers for Disease Control and Prevention",,https://www.thestate.com/news/coronavirus/article243904777.html,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,
unknown,unknown,unknown,South Carolina,,"1 of 16 affected plants in state, per CDC; total of 125 in the state, per The State",7/1/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,"The State, Centers for Disease Control and Prevention",,https://www.thestate.com/news/coronavirus/article243904777.html,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Tennessee,,"1 of 7 affected plants in state w/ total of 640 positive cases, per CDC",7/6/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Tennessee,,"1 of 7 affected plants in state w/ total of 640 positive cases, per CDC",7/6/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Tennessee,,"1 of 7 affected plants in state w/ total of 640 positive cases, per CDC",7/6/2020,n/a,n/a,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,Box Elder,Utah,,at least 1,6/17/2020,n/a,n/a,unclear,unclear,,,unclear,unclear,n/a,n/a,,Deseret News,,https://www.deseret.com/utah/2020/6/17/21294471/coronavirus-3-utah-meat-processing-plants-shut-down-amid-covid-19-outbreaks-407-new-cases-4-deaths,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Utah,,n/a,n/a,1,7/6/2020,unclear,unclear,,,unclear,unclear,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Virginia,,"1 of 14 affected plants w/ a total of 1,109 positive cases, per CDC",5/1/2020,10 total,5/1/2020,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6918e3.htm?s_cid=mm6918e3_w#T2_down,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Virginia,,"1 of 14 affected plants w/ a total of 1,109 positive cases, per CDC",5/1/2020,10 total,5/1/2020,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6918e3.htm?s_cid=mm6918e3_w#T2_down,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Virginia,,"1 of 14 affected plants w/ a total of 1,109 positive cases, per CDC",5/1/2020,10 total,5/1/2020,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6918e3.htm?s_cid=mm6918e3_w#T2_down,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Virginia,,"1 of 14 affected plants w/ a total of 1,109 positive cases, per CDC",5/1/2020,10 total,5/1/2020,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6918e3.htm?s_cid=mm6918e3_w#T2_down,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Virginia,,"1 of 14 affected plants w/ a total of 1,109 positive cases, per CDC",5/1/2020,10 total,5/1/2020,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6918e3.htm?s_cid=mm6918e3_w#T2_down,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Virginia,,"1 of 14 affected plants w/ a total of 1,109 positive cases, per CDC",5/1/2020,10 total,5/1/2020,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6918e3.htm?s_cid=mm6918e3_w#T2_down,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Virginia,,"1 of 14 affected plants w/ a total of 1,109 positive cases, per CDC",7/6/2020,10 total,7/6/2020,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Virginia,,"1 of 14 affected plants w/ a total of 1,109 positive cases, per CDC",7/6/2020,10 total,7/6/2020,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Virginia,,"1 of 14 affected plants w/ a total of 1,109 positive cases, per CDC",7/6/2020,10 total,7/6/2020,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Virginia,,"1 of 14 affected plants w/ a total of 1,109 positive cases, per CDC",7/6/2020,10 total,7/6/2020,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Washington,,"1 of 7 affected plants w/ a total of 468 positive cases, per CDC",7/6/2020,4 total,7/6/2020,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Washington,,"1 of 7 affected plants w/ a total of 468 positive cases, per CDC",7/6/2020,4 total,7/6/2020,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Washington,,"1 of 7 affected plants w/ a total of 468 positive cases, per CDC",7/6/2020,4 total,7/6/2020,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Washington,,"1 of 7 affected plants w/ a total of 468 positive cases, per CDC",7/6/2020,4 total,7/6/2020,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Washington,,"1 of 7 affected plants w/ a total of 468 positive cases, per CDC",7/6/2020,4 total,7/6/2020,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Wisconsin,,"1 of 14 affected plants w/ a total of 860 positive cases, per CDC",7/6/2020,4 total,7/6/2020,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Wisconsin,,"1 of 14 affected plants w/ a total of 860 positive cases, per CDC",7/6/2020,4 total,7/6/2020,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Wisconsin,,"1 of 14 affected plants w/ a total of 860 positive cases, per CDC",7/6/2020,4 total,7/6/2020,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Wisconsin,,"1 of 14 affected plants w/ a total of 860 positive cases, per CDC",7/6/2020,4 total,7/6/2020,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Wisconsin,,"1 of 14 affected plants w/ a total of 860 positive cases, per CDC",7/6/2020,4 total,7/6/2020,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Wisconsin,,"1 of 14 affected plants w/ a total of 860 positive cases, per CDC",7/6/2020,4 total,7/6/2020,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Wisconsin,,"1 of 14 affected plants w/ a total of 860 positive cases, per CDC",7/6/2020,4 total,7/6/2020,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
unknown,unknown,unknown,Wisconsin,,"1 of 14 affected plants w/ a total of 860 positive cases, per CDC",7/6/2020,4 total,7/6/2020,unclear,unclear,,,n/a,n/a,n/a,n/a,,Centers for Disease Control and Prevention,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,,,
Upper Iowa Beef,Lime Springs,Howard,Iowa,,4,5/13/2020,n/a,n/a,unclear,unclear,No,,n/a,n/a,beef,M45321,,KCCI8 Des Moines,,https://www.kcci.com/article/upper-iowa-beef-meat-processing-facility-confirms-covid-19-outbreak/32468267,,,,,,,,,,,,,,,,,
Wampler's Farm Sausage,Lenoir City,Loudon,Tennessee,,"1; 1 of 7 affected plants in state w/ total of 640 positive cases, per CDC",5/7/2020,n/a,n/a,unclear,unclear,No,,n/a,n/a,sausage,M9065+P9065+V9065,,"WVLT, Centers for Disease Control and Prevention",,https://www.wvlt.tv/content/news/Worker-tests-positive-for-COVID-19-at-Lenoir-City-meat-processing-plant--570286241.html,,https://www.cdc.gov/mmwr/volumes/69/wr/mm6927e2.htm?s_cid=mm6927e2_w,,,,,,,,,,,,,,,
Wayne Farms,Albertville,Marshall,Alabama,,75,4/21/2020,1,4/21/2020,about 800,unclear,No,,n/a,n/a,poultry,P1317+V1317,Yes,AL.com,Midwest Center reporting confirmed,https://www.al.com/news/2020/04/chicken-plant-reports-75-coronavirus-cases-one-death.html,,,,,,,,,,,,,,,,,
Wayne Farms,Dothan,Houston,Alabama,,1,4/2/2020,n/a,n/a,unclear,unclear,No,,n/a,n/a,poultry,P7342+V7342,Yes,WDHN-TV,,https://www.dothanfirst.com/news/top-stories/dothan-wayne-farms-employee-tests-positive-for-covid-19-several-more-in-jack-facility/,,,,,,,,,,,,,,,,,
Wayne Farms,Jack,Coffee,Alabama,,"""several""",4/2/2020,n/a,n/a,1200,unclear,No,,n/a,n/a,poultry,P7485+V7485,Yes,WDHN-TV,,https://www.dothanfirst.com/news/top-stories/dothan-wayne-farms-employee-tests-positive-for-covid-19-several-more-in-jack-facility/,https://www.dothanfirst.com/news/male-employee-tests-positive-for-covid-19-at-coffee-county-wayne-farms-facility/,,,,,,,,,,,,,,,,
Wayne Farms,Danville,Yell,Arkansas,,"185; total of 3,306 positive cases in state, per Arkansas Dept of Health",6/5/2020,n/a,n/a,unclear,unclear,No,,n/a,n/a,poultry,P1009,Yes,Arkansas Dept of Health,state health reports obtained by Heather Schlitz of Midwest Center,https://www.documentcloud.org/documents/6939504-Arkansas-Poultry-Covid-Clusters-Summary-6-5-2020.html,https://www.documentcloud.org/documents/6945186-Arkansas-Poultry-COVID-Summary-6-12-2020.html,https://www.documentcloud.org/documents/6982629-Arkansas-Poultry-COVID-Summary-7-6-2020.html,https://www.documentcloud.org/documents/6988953-Arkansas-7-13-20-Poultry-COVID-Summary-FINAL.html,,,,,,,,,,,,,,
